,prob_s,comp_factor,Intervention strategy,name,q_y,q_a,q_o,q_ya,q_ao,q_yo,color,R0,si_eff
449,1,0.74,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.5736001489363449,0.74
450,1,0.75,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.5750000000000015,0.75
451,1,0.75,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.5526216523727705,0.75
452,1,0.75,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.509923232270485,0.75
453,1,0.75,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.3966454466455871,0.75
454,1,0.75,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.2920137900930598,0.75
455,1,0.75,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.5515386047464848,0.75
456,1,0.76,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.5520000000000007,0.76
457,1,0.76,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.5305167862778597,0.76
458,1,0.76,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.48952630297966554,0.76
459,1,0.76,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.38077962877976346,0.76
460,1,0.76,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.28033323848933744,0.76
461,1,0.76,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.5294770605566264,0.76
462,1,0.77,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.5290000000000011,0.77
463,1,0.77,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.5084119201829487,0.77
464,1,0.77,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.469129373688846,0.77
465,1,0.77,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.36491381091393993,0.77
466,1,0.77,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.2686526868856148,0.77
467,1,0.77,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.5074155163667656,0.77
468,1,0.78,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.5060000000000006,0.78
469,1,0.78,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.4863070540880383,0.78
470,1,0.78,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.4487324443980271,0.78
471,1,0.78,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.34904799304811657,0.78
472,1,0.78,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.2569721352818925,0.78
473,1,0.78,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.4853539721769066,0.78
474,1,0.79,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.4830000000000012,0.79
475,1,0.79,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.46420218799312785,0.79
476,1,0.79,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.42833551510720735,0.79
477,1,0.79,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.3331821751822932,0.79
478,1,0.79,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.24529158367817025,0.79
479,1,0.79,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.4632924279870476,0.79
480,1,0.8,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.4600000000000011,0.8
481,1,0.8,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.4420973218982158,0.8
482,1,0.8,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.4079385858163883,0.8
483,1,0.8,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.3173163573164691,0.8
484,1,0.8,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.23361103207444767,0.8
485,1,0.8,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.44123088379718833,0.8
486,1,0.81,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.4370000000000013,0.81
487,1,0.81,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.4199924558033056,0.81
488,1,0.81,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.3875416565255687,0.81
489,1,0.81,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.3014505394506458,0.81
490,1,0.81,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.2219304804707254,0.81
491,1,0.81,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.41916933960732916,0.81
492,1,0.8200000000000001,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.4140000000000013,0.8200000000000001
493,1,0.8200000000000001,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.39788758970839455,0.8200000000000001
494,1,0.8200000000000001,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.367144727234749,0.8200000000000001
495,1,0.8200000000000001,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.28558472158482284,0.8200000000000001
496,1,0.8200000000000001,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.2102499288670028,0.8200000000000001
497,1,0.8200000000000001,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.3971077954174693,0.8200000000000001
498,1,0.8300000000000001,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.391,0.8300000000000001
499,1,0.8300000000000001,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.375782723613484,0.8300000000000001
500,1,0.8300000000000001,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.34674779794392996,0.8300000000000001
501,1,0.8300000000000001,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.2697189037189993,0.8300000000000001
502,1,0.8300000000000001,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.1985693772632806,0.8300000000000001
503,1,0.8300000000000001,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.3750462512276097,0.8300000000000001
504,1,0.84,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.3680000000000007,0.84
505,1,0.84,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.3536778575185731,0.84
506,1,0.84,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.32635086865311097,0.84
507,1,0.84,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.2538530858531757,0.84
508,1,0.84,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.1868888256595585,0.84
509,1,0.84,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.35298470703775087,0.84
510,1,0.85,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.3450000000000004,0.85
511,1,0.85,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.33157299142366214,0.85
512,1,0.85,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.3059539393622912,0.85
513,1,0.85,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.23798726798735217,0.85
514,1,0.85,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.17520827405583583,0.85
515,1,0.85,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.3309231628478916,0.85
516,1,0.86,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.3219999999999999,0.86
517,1,0.86,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.30946812532875173,0.86
518,1,0.86,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.2855570100714723,0.86
519,1,0.86,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.22212145012152895,0.86
520,1,0.86,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.16352772245211333,0.86
521,1,0.86,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.30886161865803174,0.86
522,1,0.87,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.29900000000000027,0.87
523,1,0.87,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.2873632592338413,0.87
524,1,0.87,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.26516008078065256,0.87
525,1,0.87,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.20625563225570523,0.87
526,1,0.87,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.15184717084839092,0.87
527,1,0.87,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.2868000744681725,0.87
528,1,0.88,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.27600000000000036,0.88
529,1,0.88,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.2652583931389299,0.88
530,1,0.88,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.24476315148983277,0.88
531,1,0.88,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.19038981438988173,0.88
532,1,0.88,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.14016661924466872,0.88
533,1,0.88,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.2647385302783132,0.88
534,1,0.89,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.2530000000000003,0.89
535,1,0.89,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.24315352704401916,0.89
536,1,0.89,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.22436622219901356,0.89
537,1,0.89,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.17452399652405828,0.89
538,1,0.89,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.12848606764094625,0.89
539,1,0.89,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.2426769860884533,0.89
540,1,0.9,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.23000000000000054,0.9
541,1,0.9,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.22104866094910788,0.9
542,1,0.9,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.20396929290819416,0.9
543,1,0.9,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.15865817865823456,0.9
544,1,0.9,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.11680551603722383,0.9
545,1,0.9,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.22061544189859417,0.9
546,1,0.91,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.20700000000000066,0.91
547,1,0.91,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.1989437948541973,0.91
548,1,0.91,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.1835723636173745,0.91
549,1,0.91,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.14279236079241142,0.91
550,1,0.91,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.1051249644335014,0.91
551,1,0.91,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.19855389770873466,0.91
552,1,0.92,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.18400000000000039,0.92
553,1,0.92,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.17683892875928664,0.92
554,1,0.92,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.16317543432655537,0.92
555,1,0.92,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.12692654292658773,0.92
556,1,0.92,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.09344441282977911,0.92
557,1,0.92,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.1764923535188752,0.92
558,1,0.93,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.16099999999999967,0.93
559,1,0.93,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.1547340626643757,0.93
560,1,0.93,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.14277850503573566,0.93
561,1,0.93,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.11106072506076443,0.93
562,1,0.93,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.08176386122605665,0.93
563,1,0.93,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.1544308093290158,0.93
564,1,0.9400000000000001,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.13799999999999987,0.9400000000000001
565,1,0.9400000000000001,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.13262919656946487,0.9400000000000001
566,1,0.9400000000000001,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.12238157574491618,0.9400000000000001
567,1,0.9400000000000001,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.0951949071949408,0.9400000000000001
568,1,0.9400000000000001,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.07008330962233433,0.9400000000000001
569,1,0.9400000000000001,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.1323692651391564,0.9400000000000001
570,1,0.9500000000000001,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.11500000000000013,0.9500000000000001
571,1,0.9500000000000001,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.11052433047455389,0.9500000000000001
572,1,0.9500000000000001,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.10198464645409694,0.9500000000000001
573,1,0.9500000000000001,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.07932908932911725,0.9500000000000001
574,1,0.9500000000000001,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.058402758018611896,0.9500000000000001
575,1,0.9500000000000001,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.11030772094929692,0.9500000000000001
576,1,0.96,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.09200000000000025,0.96
577,1,0.96,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.08841946437964342,0.96
578,1,0.96,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.08158771716327778,0.96
579,1,0.96,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.06346327146329392,0.96
580,1,0.96,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.04672220641488962,0.96
581,1,0.96,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.08824617675943774,0.96
582,1,0.97,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.06900000000000014,0.97
583,1,0.97,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.06631459828473256,0.97
584,1,0.97,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.061190787872458234,0.97
585,1,0.97,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.04759745359747049,0.97
586,1,0.97,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.03504165481116722,0.97
587,1,0.97,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.06618463256957836,0.97
588,1,0.98,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.046000000000000124,0.98
589,1,0.98,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.0442097321898217,0.98
590,1,0.98,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.04079385858163889,0.98
591,1,0.98,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.03173163573164696,0.98
592,1,0.98,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.02336110320744481,0.98
593,1,0.98,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.04412308837971888,0.98
594,1,0.99,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.023000000000000062,0.99
595,1,0.99,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.022104866094910854,0.99
596,1,0.99,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.020396929290819446,0.99
597,1,0.99,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.01586581786582348,0.99
598,1,0.99,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.011680551603722404,0.99
599,1,0.99,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.022061544189859436,0.99
600,1,1.0,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.0,1.0
601,1,1.0,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.0,1.0
602,1,1.0,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.0,1.0
603,1,1.0,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.0,1.0
604,1,1.0,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.0,1.0
605,1,1.0,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.0,1.0
